example_id,protein_id,affinity_record,source_benchmark,benchmark_split,measurement_family,normalization_provenance
2pvu,2pvu,Kd=0.49uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2pwc,2pwc,Ki=0.27uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2pwd,2pwd,Ki=40uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2pwg,2pwg,Ki=15uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2pwr,2pwr,Ki=0.26uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2py4,2py4,Kd=0.2uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2pym,2pym,Kd=150nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2pyn,2pyn,Kd=27nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2pyy,2pyy,Kd=25uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2q1q,2q1q,Ki=7nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2q2a,2q2a,Kd=0.039uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q38,2q38,Ki=5950nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2q54,2q54,Ki=0.98nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2q55,2q55,Ki=2.04nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2q5k,2q5k,Ki=5pM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2q63,2q63,Kd=66nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q64,2q64,Kd=3.0nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q6f,2q6f,Ki=3.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2q7q,2q7q,Kd=5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q88,2q88,Kd=1.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q89,2q89,Kd=0.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q8h,2q8h,Kd=1mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2q8m,2q8m,Ki=94uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2q8z,2q8z,Ki=2.1uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qbs,2qbs,Ki=0.21uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qbu,2qbu,Kd=0.645uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2qbw,2qbw,Kd=56nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2qci,2qci,Ki=4.6nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qd6,2qd6,Ki=2.1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qd7,2qd7,Ki=0.80nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qd8,2qd8,Ki=0.85nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qdt,2qdt,Ki=6.5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qg0,2qg0,Ki=1.9uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2qg2,2qg2,Ki=4.0uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2qhy,2qhy,Ki=33nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qhz,2qhz,Ki=53nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi0,2qi0,Ki=42nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi1,2qi1,Ki=50nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi3,2qi3,Ki=0.063nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi4,2qi4,Ki=0.036nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi5,2qi5,Ki=0.014nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi6,2qi6,Ki=0.027nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qi7,2qi7,Ki=0.062nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qm9,2qm9,Kd=17nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2qmg,2qmg,Ki=0.7nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2qnn,2qnn,Ki=0.07uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qnp,2qnp,Ki=0.39uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qpq,2qpq,Kd=0.43uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2qpu,2qpu,Kd=0.25mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2qrk,2qrk,Ki=55uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2qrl,2qrl,Ki=100uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2qta,2qta,Kd=1.75uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2qtg,2qtg,Ki=8.3uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qtn,2qtn,Kd=382uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2qtt,2qtt,Ki=48uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qu6,2qu6,Ki=3nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2qw1,2qw1,Ki=125uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qwb,2qwb,Ki=1820uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2qwc,2qwc,Ki=280uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qwd,2qwd,Ki=14uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qwe,2qwe,Ki=0.033uM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2qwf,2qwf,Ki=2.160uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2qzr,2qzr,Ki=55nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r0h,2r0h,Kd=310uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2r0z,2r0z,Kd=3.4uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2r1y,2r1y,Kd=31uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2r23,2r23,Kd=190uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2r2m,2r2m,Ki=47.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2r2w,2r2w,Ki=34uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2r38,2r38,Ki=0.036uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r3t,2r3t,Ki=1.4uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r3w,2r3w,Ki=0.128uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r43,2r43,Ki=1uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r58,2r58,Kd=10mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2r59,2r59,Ki=6.5nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2r5a,2r5a,Kd=2.5mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2r5p,2r5p,Ki=3.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2r75,2r75,Kd=714nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2r9x,2r9x,Ki=14uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2ra0,2ra0,Ki=15.9nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2ra6,2ra6,Kd=30uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2rcb,2rcb,Kd=163nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2rcn,2rcn,Kd=1.0uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2rd6,2rd6,Ki=5nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2reg,2reg,Kd=2.3uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2rfh,2rfh,Ki=0.15uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2ri9,2ri9,Ki=0.6mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2rin,2rin,Kd=100uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2rio,2rio,Kd=20.4uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2rk8,2rk8,Ki=230uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2rka,2rka,Ki=1mM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2rkd,2rkd,Ki=1.9mM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2rke,2rke,Ki=82.5uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2rkf,2rkf,Ki=0.83nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2rkg,2rkg,Ki=8.2nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2rkm,2rkm,Ki=125uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2sim,2sim,Ki=0.38mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2std,2std,Ki=0.14nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2tmn,2tmn,Ki=1.3uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2tpi,2tpi,Kd=49uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2usn,2usn,Ki=0.31uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2uwd,2uwd,Kd=4.5nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2uwl,2uwl,Ki=4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2uwo,2uwo,Ki=2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2uwp,2uwp,Ki=154nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2uxi,2uxi,Kd=0.05uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2uxz,2uxz,Ki=3.3nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2uy0,2uy0,Ki=120nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2uy3,2uy3,Ki=600uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2uy4,2uy4,Ki=21uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2uy5,2uy5,Ki=3.2uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2uyn,2uyn,Kd=2mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2uyq,2uyq,Kd=2.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2uz9,2uz9,Ki=1.96uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v25,2v25,Kd=1.9uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2v2c,2v2c,Ki=0.39mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2v2h,2v2h,Ki=0.17mM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2v2q,2v2q,Ki=71.2uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v2v,2v2v,Ki=85.8uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v3d,2v3d,Ki=116uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v3u,2v3u,Kd=1mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2v54,2v54,Ki=25uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v57,2v57,Kd=79nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2v58,2v58,Kd=0.82nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2v59,2v59,Kd=18nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2v77,2v77,Ki=8.7uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2v88,2v88,Kd=82.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2v8w,2v8w,Kd=0.15uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2v95,2v95,Kd=5.0nM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vb8,2vb8,Kd=25uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vba,2vba,Kd=25uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vc9,2vc9,Kd=3.6nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2ves,2ves,Ki=20nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vfk,2vfk,Kd=194uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vh0,2vh0,Ki=3.1nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vh6,2vh6,Ki=0.2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vhj,2vhj,Kd=125uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vj8,2vj8,Ki=2nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vjx,2vjx,Ki=11uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vk2,2vk2,Kd=0.13uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vk6,2vk6,Ki=5uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vl4,2vl4,Ki=975nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vmc,2vmc,Kd=1.15mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vmd,2vmd,Kd=0.95mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vmf,2vmf,Kd=1400nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vnp,2vnp,Ki=0.12nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vnt,2vnt,Ki=9.9nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vo4,2vo4,Kd=11.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vo5,2vo5,Ki=13uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vot,2vot,Ki=72nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vpe,2vpe,Kd=11.4uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vpn,2vpn,Kd=0.19uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vpo,2vpo,Kd=3.8uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vqt,2vqt,Ki=1.0uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vrj,2vrj,Kd=0.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vsl,2vsl,Ki=4nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vt3,2vt3,Kd=0.07mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vuk,2vuk,Kd=125uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2vvc,2vvc,Ki=3nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vvs,2vvs,Ki=46nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2vvu,2vvu,Ki=8nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vvv,2vvv,Ki=6nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vw1,2vw1,Ki=0.3mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vw2,2vw2,Ki=0.5mM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2vwc,2vwc,Kd=0.24uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2vwl,2vwl,Ki=95nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vwm,2vwm,Ki=93nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vwn,2vwn,Ki=10nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vwo,2vwo,Ki=31nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2vxn,2vxn,Kd=10uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2vyt,2vyt,Kd=1.84mM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2vzr,2vzr,Kd=52.6uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2w08,2w08,Kd=380uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2w26,2w26,Ki=0.4nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2w47,2w47,Kd=10.5uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2w5g,2w5g,Ki=860nM,lp_pdbbind_refined,unspecified,Ki,lp_pdbbind_refined_compact_record
2w67,2w67,Ki=11uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2w8j,2w8j,Kd=1.1mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2w8w,2w8w,Kd=7.5mM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2w8y,2w8y,Ki=0.82nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2w9h,2w9h,Kd=430nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2wb5,2wb5,Ki=0.74nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2wc3,2wc3,Ki=0.83uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wc4,2wc4,Kd=5.1uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2we3,2we3,Kd=37uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2web,2web,Ki=7.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wec,2wec,Ki=110uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wed,2wed,Ki=0.8uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2weh,2weh,Kd=1125nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2wej,2wej,Kd=839nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2weo,2weo,Kd=118nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2weq,2weq,Kd=1.27uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2wf5,2wf5,Kd=1uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2wgj,2wgj,Ki=0.002uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2whp,2whp,Kd=100uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2wjg,2wjg,Kd=0.08uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2wk6,2wk6,Ki=0.48mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wky,2wky,Ki=2.57nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2wkz,2wkz,Ki=1.7nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wl0,2wl0,Ki=16nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wly,2wly,Ki=0.25uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2wlz,2wlz,Ki=25uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2wm0,2wm0,Ki=30uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2wnj,2wnj,Kd=330nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2wor,2wor,Kd=125uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2wos,2wos,Kd=125uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2wq5,2wq5,Kd=180uM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2wr8,2wr8,Ki=3.6uM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2wuf,2wuf,Kd=51uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2wvz,2wvz,Ki=96uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wyf,2wyf,Kd=37uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2wyg,2wyg,Ki=2nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wyj,2wyj,Ki=1nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wzf,2wzf,Kd=100nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2wzm,2wzm,Ki=6.0uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2wzs,2wzs,Ki=140uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x09,2x09,Ki=175uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x0y,2x0y,Ki=25uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x2r,2x2r,Ki=76.2nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x4z,2x4z,Kd=2.7nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2x6x,2x6x,Kd=210uM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2x7t,2x7t,Ki=232nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2x7u,2x7u,Ki=5340nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2x8z,2x8z,Ki=11nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x91,2x91,Ki=180nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x95,2x95,Ki=11.3uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x96,2x96,Ki=94uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2x97,2x97,Ki=2200nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xab,2xab,Kd=0.54nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xb7,2xb7,Ki=0.65nM,lp_pdbbind_refined,val,Ki,lp_pdbbind_refined_compact_record
2xbp,2xbp,Kd=9.6uM,lp_pdbbind_refined,unspecified,Kd,lp_pdbbind_refined_compact_record
2xbw,2xbw,Ki=10nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xbx,2xbx,Ki=15nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xc0,2xc0,Ki=192nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xc4,2xc4,Ki=9nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xd9,2xd9,Ki=0.35uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xda,2xda,Ki=0.6uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xde,2xde,Kd=3.42uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xdk,2xdk,Kd=250uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xdx,2xdx,Kd=0.35uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xef,2xef,Ki=0.145nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xeg,2xeg,Ki=0.020nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xei,2xei,Ki=0.024nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xej,2xej,Ki=1.34nM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xg9,2xg9,Ki=70uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xhm,2xhm,Ki=0.16uM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
2xht,2xht,Kd=1.1uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xib,2xib,Kd=55.1nM,lp_pdbbind_refined,train,Kd,lp_pdbbind_refined_compact_record
2xj1,2xj1,Kd=28nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xj2,2xj2,Kd=66nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xjg,2xjg,Kd=15nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xjj,2xjj,Kd=0.31uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xjx,2xjx,Kd=0.71nM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xm1,2xm1,Kd=8.5uM,lp_pdbbind_refined,test,Kd,lp_pdbbind_refined_compact_record
2xm2,2xm2,Ki=24uM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2xmy,2xmy,Ki=0.11nM,lp_pdbbind_refined,test,Ki,lp_pdbbind_refined_compact_record
2xn3,2xn3,Kd=1198nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2xn5,2xn5,Kd=205nM,lp_pdbbind_refined,val,Kd,lp_pdbbind_refined_compact_record
2xog,2xog,Ki=0.37mM,lp_pdbbind_refined,train,Ki,lp_pdbbind_refined_compact_record
